manufacturer,model,generation_country,generation_name,generation_url,generation_img_url,generation_date_start,generation_date_end,generation_body,engine_volume,engine_hp,fuel_type,transmission_type,drive,feature
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, 2-й рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1988_10734/,https://s.auto.drom.ru/i24241/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_936299.jpg,1988,1991,Минивэн,2.0,85,дизель,АКПП,полный привод (4WD),
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, 2-й рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1988_10734/,https://s.auto.drom.ru/i24241/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_936299.jpg,1988,1991,Минивэн,2.0,85,дизель,АКПП,задний привод,
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, 2-й рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1988_10734/,https://s.auto.drom.ru/i24241/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_936299.jpg,1988,1991,Минивэн,2.0,97,бензин,МКПП,полный привод (4WD),
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, 2-й рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1988_10734/,https://s.auto.drom.ru/i24241/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_936299.jpg,1988,1991,Минивэн,2.0,97,бензин,МКПП,задний привод,
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, 2-й рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1988_10734/,https://s.auto.drom.ru/i24241/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_936299.jpg,1988,1991,Минивэн,2.0,97,бензин,АКПП,полный привод (4WD),
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, 2-й рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1988_10734/,https://s.auto.drom.ru/i24241/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_936299.jpg,1988,1991,Минивэн,2.0,97,бензин,АКПП,задний привод,
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1985_12245/,https://s.auto.drom.ru/i24250/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_974601.jpg,1985,1988,Минивэн,1.8,95,бензин,МКПП,задний привод,
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1985_12245/,https://s.auto.drom.ru/i24250/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_974601.jpg,1985,1988,Минивэн,1.8,95,бензин,АКПП,задний привод,
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1985_12245/,https://s.auto.drom.ru/i24250/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_974601.jpg,1985,1988,Минивэн,2.0,75,дизель,МКПП,задний привод,
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1985_12245/,https://s.auto.drom.ru/i24250/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_974601.jpg,1985,1988,Минивэн,2.0,75,дизель,АКПП,задний привод,
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1985_12245/,https://s.auto.drom.ru/i24250/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_974601.jpg,1985,1988,Минивэн,2.0,82,дизель,МКПП,полный привод (4WD),
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1985_12245/,https://s.auto.drom.ru/i24250/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_974601.jpg,1985,1988,Минивэн,2.0,82,дизель,АКПП,полный привод (4WD),
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1985_12245/,https://s.auto.drom.ru/i24250/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_974601.jpg,1985,1988,Минивэн,2.0,88,дизель,МКПП,задний привод,
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1985_12245/,https://s.auto.drom.ru/i24250/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_974601.jpg,1985,1988,Минивэн,2.0,88,дизель,АКПП,задний привод,
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1985_12245/,https://s.auto.drom.ru/i24250/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_974601.jpg,1985,1988,Минивэн,2.0,97,бензин,МКПП,полный привод (4WD),
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1985_12245/,https://s.auto.drom.ru/i24250/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_974601.jpg,1985,1988,Минивэн,2.0,97,бензин,АКПП,полный привод (4WD),
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1985_12245/,https://s.auto.drom.ru/i24250/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_974601.jpg,1985,1988,Минивэн,2.0,115,бензин,МКПП,задний привод,
Toyota,Town Ace,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace/g_1985_12245/,https://s.auto.drom.ru/i24250/c/photos/fullsize/toyota/town_ace/gen473_toyota_town_ace_974601.jpg,1985,1988,Минивэн,2.0,115,бензин,АКПП,задний привод,
Toyota,Town Ace Noah,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace_noah/g_1998_758/,https://s.auto.drom.ru/i24208/c/photos/fullsize/toyota/town_ace_noah/gen473_toyota_town_ace_noah_700954.jpg,1998,2001,Минивэн,2.0,130,бензин,МКПП,задний привод,
Toyota,Town Ace Noah,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace_noah/g_1998_758/,https://s.auto.drom.ru/i24208/c/photos/fullsize/toyota/town_ace_noah/gen473_toyota_town_ace_noah_700954.jpg,1998,2001,Минивэн,2.0,130,бензин,АКПП,полный привод (4WD),
Toyota,Town Ace Noah,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace_noah/g_1998_758/,https://s.auto.drom.ru/i24208/c/photos/fullsize/toyota/town_ace_noah/gen473_toyota_town_ace_noah_700954.jpg,1998,2001,Минивэн,2.0,130,бензин,АКПП,задний привод,
Toyota,Town Ace Noah,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace_noah/g_1998_758/,https://s.auto.drom.ru/i24208/c/photos/fullsize/toyota/town_ace_noah/gen473_toyota_town_ace_noah_700954.jpg,1998,2001,Минивэн,2.2,94,дизель,АКПП,полный привод (4WD),
Toyota,Town Ace Noah,Модельный ряд для Японии,"5 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/town_ace_noah/g_1998_758/,https://s.auto.drom.ru/i24208/c/photos/fullsize/toyota/town_ace_noah/gen473_toyota_town_ace_noah_700954.jpg,1998,2001,Минивэн,2.2,94,дизель,АКПП,задний привод,
Toyota,Town Ace Noah,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/town_ace_noah/g_1996_5070/,https://s.auto.drom.ru/i24236/c/photos/fullsize/toyota/town_ace_noah/gen473_toyota_town_ace_noah_910712.jpg,1996,1998,Минивэн,2.0,130,бензин,МКПП,задний привод,
Toyota,Town Ace Noah,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/town_ace_noah/g_1996_5070/,https://s.auto.drom.ru/i24236/c/photos/fullsize/toyota/town_ace_noah/gen473_toyota_town_ace_noah_910712.jpg,1996,1998,Минивэн,2.0,130,бензин,АКПП,полный привод (4WD),
Toyota,Town Ace Noah,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/town_ace_noah/g_1996_5070/,https://s.auto.drom.ru/i24236/c/photos/fullsize/toyota/town_ace_noah/gen473_toyota_town_ace_noah_910712.jpg,1996,1998,Минивэн,2.0,130,бензин,АКПП,задний привод,
Toyota,Town Ace Noah,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/town_ace_noah/g_1996_5070/,https://s.auto.drom.ru/i24236/c/photos/fullsize/toyota/town_ace_noah/gen473_toyota_town_ace_noah_910712.jpg,1996,1998,Минивэн,2.2,91,дизель,МКПП,полный привод (4WD),
Toyota,Town Ace Noah,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/town_ace_noah/g_1996_5070/,https://s.auto.drom.ru/i24236/c/photos/fullsize/toyota/town_ace_noah/gen473_toyota_town_ace_noah_910712.jpg,1996,1998,Минивэн,2.2,91,дизель,МКПП,задний привод,
Toyota,Town Ace Noah,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/town_ace_noah/g_1996_5070/,https://s.auto.drom.ru/i24236/c/photos/fullsize/toyota/town_ace_noah/gen473_toyota_town_ace_noah_910712.jpg,1996,1998,Минивэн,2.2,91,дизель,АКПП,полный привод (4WD),
Toyota,Town Ace Noah,Модельный ряд для Японии,5 поколение,https://www.drom.ru/catalog/toyota/town_ace_noah/g_1996_5070/,https://s.auto.drom.ru/i24236/c/photos/fullsize/toyota/town_ace_noah/gen473_toyota_town_ace_noah_910712.jpg,1996,1998,Минивэн,2.2,91,дизель,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,3 поколение,https://www.drom.ru/catalog/toyota/tundra/g_2021_14085/,https://s.auto.drom.ru/i24261/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_1030952.jpg,2021,2023,"Пикап, Гибрид",3.4,348,бензин,АКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,3 поколение,https://www.drom.ru/catalog/toyota/tundra/g_2021_14085/,https://s.auto.drom.ru/i24261/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_1030952.jpg,2021,2023,"Пикап, Гибрид",3.4,348,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,3 поколение,https://www.drom.ru/catalog/toyota/tundra/g_2021_14085/,https://s.auto.drom.ru/i24261/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_1030952.jpg,2021,2023,"Пикап, Гибрид",3.4,389,бензин,АКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,3 поколение,https://www.drom.ru/catalog/toyota/tundra/g_2021_14085/,https://s.auto.drom.ru/i24261/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_1030952.jpg,2021,2023,"Пикап, Гибрид",3.4,389,бензин,АКПП,полный привод (4WD),гибрид
Toyota,Tundra,Модельный ряд для США,3 поколение,https://www.drom.ru/catalog/toyota/tundra/g_2021_14085/,https://s.auto.drom.ru/i24261/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_1030952.jpg,2021,2023,"Пикап, Гибрид",3.4,389,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,3 поколение,https://www.drom.ru/catalog/toyota/tundra/g_2021_14085/,https://s.auto.drom.ru/i24261/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_1030952.jpg,2021,2023,"Пикап, Гибрид",3.4,389,бензин,АКПП,задний привод,гибрид
Toyota,Tundra,Модельный ряд для США,"2 поколение, 2-й рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2013_6334/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572779.jpg,2013,2022,Пикап,4.0,270,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,"2 поколение, 2-й рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2013_6334/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572779.jpg,2013,2022,Пикап,4.6,310,бензин,АКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,"2 поколение, 2-й рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2013_6334/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572779.jpg,2013,2022,Пикап,4.6,310,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,"2 поколение, 2-й рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2013_6334/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572779.jpg,2013,2022,Пикап,5.7,381,бензин,АКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,"2 поколение, 2-й рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2013_6334/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572779.jpg,2013,2022,Пикап,5.7,381,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2009_1779/,https://s.auto.drom.ru/i24207/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_692116.jpg,2009,2013,Пикап,4.0,270,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2009_1779/,https://s.auto.drom.ru/i24207/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_692116.jpg,2009,2013,Пикап,4.6,310,бензин,АКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2009_1779/,https://s.auto.drom.ru/i24207/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_692116.jpg,2009,2013,Пикап,4.6,310,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2009_1779/,https://s.auto.drom.ru/i24207/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_692116.jpg,2009,2013,Пикап,5.7,381,бензин,АКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2009_1779/,https://s.auto.drom.ru/i24207/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_692116.jpg,2009,2013,Пикап,5.7,381,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,2 поколение,https://www.drom.ru/catalog/toyota/tundra/g_2006_6335/,https://s.auto.drom.ru/i24279/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_1125274.jpg,2006,2009,Пикап,4.0,236,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,2 поколение,https://www.drom.ru/catalog/toyota/tundra/g_2006_6335/,https://s.auto.drom.ru/i24279/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_1125274.jpg,2006,2009,Пикап,4.7,276,бензин,АКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,2 поколение,https://www.drom.ru/catalog/toyota/tundra/g_2006_6335/,https://s.auto.drom.ru/i24279/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_1125274.jpg,2006,2009,Пикап,4.7,276,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,2 поколение,https://www.drom.ru/catalog/toyota/tundra/g_2006_6335/,https://s.auto.drom.ru/i24279/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_1125274.jpg,2006,2009,Пикап,5.7,381,бензин,АКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,2 поколение,https://www.drom.ru/catalog/toyota/tundra/g_2006_6335/,https://s.auto.drom.ru/i24279/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_1125274.jpg,2006,2009,Пикап,5.7,381,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2002_6333/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572714.jpg,2002,2007,Пикап,3.4,190,бензин,МКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2002_6333/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572714.jpg,2002,2007,Пикап,3.4,190,бензин,МКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2002_6333/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572714.jpg,2002,2007,Пикап,3.4,190,бензин,АКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2002_6333/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572714.jpg,2002,2007,Пикап,3.4,190,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2002_6333/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572714.jpg,2002,2007,Пикап,4.0,236,бензин,МКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2002_6333/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572714.jpg,2002,2007,Пикап,4.0,236,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2002_6333/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572714.jpg,2002,2007,Пикап,4.7,240,бензин,АКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2002_6333/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572714.jpg,2002,2007,Пикап,4.7,240,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2002_6333/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572714.jpg,2002,2007,Пикап,4.7,271,бензин,АКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/tundra/g_2002_6333/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572714.jpg,2002,2007,Пикап,4.7,271,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,1 поколение,https://www.drom.ru/catalog/toyota/tundra/g_1999_3838/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572747.jpg,1999,2002,Пикап,3.4,190,бензин,МКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,1 поколение,https://www.drom.ru/catalog/toyota/tundra/g_1999_3838/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572747.jpg,1999,2002,Пикап,3.4,190,бензин,МКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,1 поколение,https://www.drom.ru/catalog/toyota/tundra/g_1999_3838/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572747.jpg,1999,2002,Пикап,3.4,190,бензин,АКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,1 поколение,https://www.drom.ru/catalog/toyota/tundra/g_1999_3838/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572747.jpg,1999,2002,Пикап,3.4,190,бензин,АКПП,задний привод,
Toyota,Tundra,Модельный ряд для США,1 поколение,https://www.drom.ru/catalog/toyota/tundra/g_1999_3838/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572747.jpg,1999,2002,Пикап,4.7,240,бензин,АКПП,полный привод (4WD),
Toyota,Tundra,Модельный ряд для США,1 поколение,https://www.drom.ru/catalog/toyota/tundra/g_1999_3838/,https://s.auto.drom.ru/i24198/c/photos/fullsize/toyota/tundra/gen473_toyota_tundra_572747.jpg,1999,2002,Пикап,4.7,240,бензин,АКПП,задний привод,
Toyota,Vanguard,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/vanguard/g_2010_6366/,https://s.auto.drom.ru/i24199/c/photos/fullsize/toyota/vanguard/gen473_toyota_vanguard_574732.jpg,2010,2013,Джип/SUV 5 дв.,2.4,170,бензин,вариатор (CVT),передний привод,
Toyota,Vanguard,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/vanguard/g_2010_6366/,https://s.auto.drom.ru/i24199/c/photos/fullsize/toyota/vanguard/gen473_toyota_vanguard_574732.jpg,2010,2013,Джип/SUV 5 дв.,2.4,170,бензин,вариатор (CVT),полный привод (4WD),
Toyota,Vanguard,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/vanguard/g_2010_6366/,https://s.auto.drom.ru/i24199/c/photos/fullsize/toyota/vanguard/gen473_toyota_vanguard_574732.jpg,2010,2013,Джип/SUV 5 дв.,3.5,280,бензин,АКПП,полный привод (4WD),
Toyota,Vanguard,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/toyota/vanguard/g_2007_1043/,https://s.auto.drom.ru/i24199/c/photos/fullsize/toyota/vanguard/gen473_toyota_vanguard_574742.jpg,2007,2010,Джип/SUV 5 дв.,2.4,170,бензин,вариатор (CVT),передний привод,
Toyota,Vanguard,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/toyota/vanguard/g_2007_1043/,https://s.auto.drom.ru/i24199/c/photos/fullsize/toyota/vanguard/gen473_toyota_vanguard_574742.jpg,2007,2010,Джип/SUV 5 дв.,2.4,170,бензин,вариатор (CVT),полный привод (4WD),
Toyota,Vanguard,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/toyota/vanguard/g_2007_1043/,https://s.auto.drom.ru/i24199/c/photos/fullsize/toyota/vanguard/gen473_toyota_vanguard_574742.jpg,2007,2010,Джип/SUV 5 дв.,3.5,280,бензин,АКПП,полный привод (4WD),
Toyota,Vellfire,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/vellfire/g_2017_8038/,https://s.auto.drom.ru/i24216/c/photos/fullsize/toyota/vellfire/gen473_toyota_vellfire_778633.jpg,2017,2023,"Минивэн, Гибрид",2.5,152,бензин,вариатор (CVT),полный привод (4WD),гибрид
Toyota,Vellfire,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/vellfire/g_2017_8038/,https://s.auto.drom.ru/i24216/c/photos/fullsize/toyota/vellfire/gen473_toyota_vellfire_778633.jpg,2017,2023,"Минивэн, Гибрид",2.5,182,бензин,вариатор (CVT),передний привод,
Toyota,Vellfire,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/vellfire/g_2017_8038/,https://s.auto.drom.ru/i24216/c/photos/fullsize/toyota/vellfire/gen473_toyota_vellfire_778633.jpg,2017,2023,"Минивэн, Гибрид",2.5,182,бензин,вариатор (CVT),полный привод (4WD),
Toyota,Vellfire,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/vellfire/g_2017_8038/,https://s.auto.drom.ru/i24216/c/photos/fullsize/toyota/vellfire/gen473_toyota_vellfire_778633.jpg,2017,2023,"Минивэн, Гибрид",3.5,301,бензин,АКПП,передний привод,
Toyota,Vellfire,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/vellfire/g_2017_8038/,https://s.auto.drom.ru/i24216/c/photos/fullsize/toyota/vellfire/gen473_toyota_vellfire_778633.jpg,2017,2023,"Минивэн, Гибрид",3.5,301,бензин,АКПП,полный привод (4WD),
Toyota,Vellfire,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/toyota/vellfire/g_2015_3543/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/toyota/vellfire/gen473_toyota_vellfire_165956.jpg,2015,2017,"Минивэн, Гибрид",2.5,152,бензин,вариатор (CVT),полный привод (4WD),гибрид
Toyota,Vellfire,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/toyota/vellfire/g_2015_3543/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/toyota/vellfire/gen473_toyota_vellfire_165956.jpg,2015,2017,"Минивэн, Гибрид",2.5,182,бензин,вариатор (CVT),передний привод,
Toyota,Vellfire,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/toyota/vellfire/g_2015_3543/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/toyota/vellfire/gen473_toyota_vellfire_165956.jpg,2015,2017,"Минивэн, Гибрид",2.5,182,бензин,вариатор (CVT),полный привод (4WD),
Toyota,Vellfire,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/toyota/vellfire/g_2015_3543/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/toyota/vellfire/gen473_toyota_vellfire_165956.jpg,2015,2017,"Минивэн, Гибрид",3.5,280,бензин,АКПП,передний привод,
Toyota,Vellfire,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/toyota/vellfire/g_2015_3543/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/toyota/vellfire/gen473_toyota_vellfire_165956.jpg,2015,2017,"Минивэн, Гибрид",3.5,280,бензин,АКПП,полный привод (4WD),
Toyota,Vellfire,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/vellfire/g_2011_7012/,https://s.auto.drom.ru/i24201/c/photos/fullsize/toyota/vellfire/gen473_toyota_vellfire_624971.jpg,2011,2015,"Минивэн, Гибрид",2.4,150,бензин,вариатор (CVT),полный привод (4WD),гибрид
Toyota,Vellfire,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/vellfire/g_2011_7012/,https://s.auto.drom.ru/i24201/c/photos/fullsize/toyota/vellfire/gen473_toyota_vellfire_624971.jpg,2011,2015,"Минивэн, Гибрид",2.4,170,бензин,вариатор (CVT),передний привод,
Toyota,Vellfire,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/vellfire/g_2011_7012/,https://s.auto.drom.ru/i24201/c/photos/fullsize/toyota/vellfire/gen473_toyota_vellfire_624971.jpg,2011,2015,"Минивэн, Гибрид",2.4,170,бензин,вариатор (CVT),полный привод (4WD),
Toyota,Vellfire,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/toyota/vellfire/g_2011_7012/,https://s.auto.drom.ru/i24201/c/photos/fullsize/toyota/vellfire/gen473_toyota_vellfire_624971.jpg,2011,2015,"Минивэн, Гибрид",3.5,280,бензин,АКПП,передний привод,
