manufacturer,model,generation_country,generation_name,generation_url,generation_img_url,generation_date_start,generation_date_end,generation_body,engine_volume,engine_hp,fuel_type,transmission_type,drive,feature
Subaru,Alcyone,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/subaru/alcyone/g_1991_522/,https://s.auto.drom.ru/i24255/c/photos/fullsize/subaru/alcyone/gen473_subaru_alcyone_997757.jpg,1991,1997,Купе,3.3,240,бензин,АКПП,полный привод (4WD),
Subaru,Alcyone,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/alcyone/g_1985_521/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/alcyone/gen473_subaru_alcyone_700476.jpg,1985,1991,Купе,1.8,120,бензин,МКПП,передний привод,
Subaru,Alcyone,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/alcyone/g_1985_521/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/alcyone/gen473_subaru_alcyone_700476.jpg,1985,1991,Купе,1.8,120,бензин,МКПП,полный привод (4WD),
Subaru,Alcyone,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/alcyone/g_1985_521/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/alcyone/gen473_subaru_alcyone_700476.jpg,1985,1991,Купе,1.8,120,бензин,АКПП,передний привод,
Subaru,Alcyone,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/alcyone/g_1985_521/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/alcyone/gen473_subaru_alcyone_700476.jpg,1985,1991,Купе,1.8,120,бензин,АКПП,полный привод (4WD),
Subaru,Alcyone,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/alcyone/g_1985_521/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/alcyone/gen473_subaru_alcyone_700476.jpg,1985,1991,Купе,1.8,135,бензин,МКПП,передний привод,
Subaru,Alcyone,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/alcyone/g_1985_521/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/alcyone/gen473_subaru_alcyone_700476.jpg,1985,1991,Купе,1.8,135,бензин,МКПП,полный привод (4WD),
Subaru,Alcyone,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/alcyone/g_1985_521/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/alcyone/gen473_subaru_alcyone_700476.jpg,1985,1991,Купе,1.8,135,бензин,АКПП,полный привод (4WD),
Subaru,Alcyone,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/alcyone/g_1985_521/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/alcyone/gen473_subaru_alcyone_700476.jpg,1985,1991,Купе,2.7,150,бензин,АКПП,полный привод (4WD),
Subaru,Ascent,Модельный ряд для США,"1 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/ascent/g_2022_15636/,https://s.auto.drom.ru/i24270/c/photos/fullsize/subaru/ascent/gen473_subaru_ascent_1077042.jpg,2022,2023,Джип/SUV 5 дв.,2.4,260,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Ascent,Модельный ряд для США,1 поколение,https://www.drom.ru/catalog/subaru/ascent/g_2017_15637/,https://s.auto.drom.ru/i24270/c/photos/fullsize/subaru/ascent/gen473_subaru_ascent_1077049.jpg,2017,2022,Джип/SUV 5 дв.,2.4,260,бензин,вариатор (CVT),полный привод (4WD),
Subaru,B9 Tribeca,Модельный ряд для России,1 поколение,https://www.drom.ru/catalog/subaru/b9_tribeca/g_2004_6857/,https://s.auto.drom.ru/i24200/c/photos/fullsize/subaru/b9_tribeca/gen473_subaru_b9_tribeca_607385.jpg,2004,2008,Джип/SUV 5 дв.,3.0,245,бензин,АКПП,полный привод (4WD),
Subaru,B9 Tribeca,Модельный ряд для США,1 поколение,https://www.drom.ru/catalog/subaru/b9_tribeca/g_2004_976/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/b9_tribeca/gen473_subaru_b9_tribeca_127988.jpg,2004,2007,Джип/SUV 5 дв.,3.0,250,бензин,АКПП,полный привод (4WD),
Subaru,BRZ,Модельный ряд для России,1 поколение,https://www.drom.ru/catalog/subaru/brz/g_2012_1775/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/brz/gen473_subaru_brz_127989.jpg,2012,2016,Купе,2.0,200,бензин,МКПП,задний привод,
Subaru,BRZ,Модельный ряд для России,1 поколение,https://www.drom.ru/catalog/subaru/brz/g_2012_1775/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/brz/gen473_subaru_brz_127989.jpg,2012,2016,Купе,2.0,200,бензин,АКПП,задний привод,
Subaru,BRZ,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/subaru/brz/g_2021_13132/,https://s.auto.drom.ru/i24259/c/photos/fullsize/subaru/brz/gen473_subaru_brz_1024455.jpg,2021,2023,Купе,2.4,235,бензин,МКПП,задний привод,
Subaru,BRZ,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/subaru/brz/g_2021_13132/,https://s.auto.drom.ru/i24259/c/photos/fullsize/subaru/brz/gen473_subaru_brz_1024455.jpg,2021,2023,Купе,2.4,235,бензин,АКПП,задний привод,
Subaru,BRZ,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/brz/g_2016_6533/,https://s.auto.drom.ru/i24199/c/photos/fullsize/subaru/brz/gen473_subaru_brz_580545.jpg,2016,2020,Купе,2.0,200,бензин,АКПП,задний привод,
Subaru,BRZ,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/brz/g_2016_6533/,https://s.auto.drom.ru/i24199/c/photos/fullsize/subaru/brz/gen473_subaru_brz_580545.jpg,2016,2020,Купе,2.0,207,бензин,МКПП,задний привод,
Subaru,BRZ,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/brz/g_2012_1587/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/subaru/brz/gen473_subaru_brz_28932.jpg,2012,2016,Купе,2.0,200,бензин,МКПП,задний привод,
Subaru,BRZ,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/brz/g_2012_1587/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/subaru/brz/gen473_subaru_brz_28932.jpg,2012,2016,Купе,2.0,200,бензин,АКПП,задний привод,
Subaru,Chiffon,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/chiffon/g_2022_16446/,https://s.auto.drom.ru/i24274/c/photos/fullsize/subaru/chiffon/gen473_subaru_chiffon_1096107.jpg,2022,2023,Хэтчбек 5 дв.,0.7,52,бензин,вариатор (CVT),передний привод,
Subaru,Chiffon,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/chiffon/g_2022_16446/,https://s.auto.drom.ru/i24274/c/photos/fullsize/subaru/chiffon/gen473_subaru_chiffon_1096107.jpg,2022,2023,Хэтчбек 5 дв.,0.7,52,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Chiffon,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/chiffon/g_2022_16446/,https://s.auto.drom.ru/i24274/c/photos/fullsize/subaru/chiffon/gen473_subaru_chiffon_1096107.jpg,2022,2023,Хэтчбек 5 дв.,0.7,64,бензин,вариатор (CVT),передний привод,
Subaru,Chiffon,Модельный ряд для Японии,"2 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/chiffon/g_2022_16446/,https://s.auto.drom.ru/i24274/c/photos/fullsize/subaru/chiffon/gen473_subaru_chiffon_1096107.jpg,2022,2023,Хэтчбек 5 дв.,0.7,64,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Chiffon,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/subaru/chiffon/g_2019_10117/,https://s.auto.drom.ru/i24274/c/photos/fullsize/subaru/chiffon/gen473_subaru_chiffon_1096067.jpg,2019,2022,Хэтчбек 5 дв.,0.7,52,бензин,вариатор (CVT),передний привод,
Subaru,Chiffon,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/subaru/chiffon/g_2019_10117/,https://s.auto.drom.ru/i24274/c/photos/fullsize/subaru/chiffon/gen473_subaru_chiffon_1096067.jpg,2019,2022,Хэтчбек 5 дв.,0.7,52,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Chiffon,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/subaru/chiffon/g_2019_10117/,https://s.auto.drom.ru/i24274/c/photos/fullsize/subaru/chiffon/gen473_subaru_chiffon_1096067.jpg,2019,2022,Хэтчбек 5 дв.,0.7,64,бензин,вариатор (CVT),передний привод,
Subaru,Chiffon,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/subaru/chiffon/g_2019_10117/,https://s.auto.drom.ru/i24274/c/photos/fullsize/subaru/chiffon/gen473_subaru_chiffon_1096067.jpg,2019,2022,Хэтчбек 5 дв.,0.7,64,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Chiffon,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/chiffon/g_2016_7409/,https://s.auto.drom.ru/i24274/c/photos/fullsize/subaru/chiffon/gen473_subaru_chiffon_1096078.jpg,2016,2019,Хэтчбек 5 дв.,0.7,52,бензин,вариатор (CVT),передний привод,
Subaru,Chiffon,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/chiffon/g_2016_7409/,https://s.auto.drom.ru/i24274/c/photos/fullsize/subaru/chiffon/gen473_subaru_chiffon_1096078.jpg,2016,2019,Хэтчбек 5 дв.,0.7,52,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Chiffon,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/chiffon/g_2016_7409/,https://s.auto.drom.ru/i24274/c/photos/fullsize/subaru/chiffon/gen473_subaru_chiffon_1096078.jpg,2016,2019,Хэтчбек 5 дв.,0.7,64,бензин,вариатор (CVT),передний привод,
Subaru,Chiffon,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/chiffon/g_2016_7409/,https://s.auto.drom.ru/i24274/c/photos/fullsize/subaru/chiffon/gen473_subaru_chiffon_1096078.jpg,2016,2019,Хэтчбек 5 дв.,0.7,64,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Crosstrek,Модельный ряд для Японии,3 поколение,https://www.drom.ru/catalog/subaru/crosstrek/g_2022_16284/,https://s.auto.drom.ru/i24273/c/photos/fullsize/subaru/crosstrek/gen473_subaru_crosstrek_1091366.jpg,2022,2023,"Джип/SUV 5 дв., Гибрид",2.0,145,бензин,вариатор (CVT),передний привод,гибрид
Subaru,Crosstrek,Модельный ряд для Японии,3 поколение,https://www.drom.ru/catalog/subaru/crosstrek/g_2022_16284/,https://s.auto.drom.ru/i24273/c/photos/fullsize/subaru/crosstrek/gen473_subaru_crosstrek_1091366.jpg,2022,2023,"Джип/SUV 5 дв., Гибрид",2.0,145,бензин,вариатор (CVT),полный привод (4WD),гибрид
Subaru,Crosstrek,Модельный ряд для США,3 поколение,https://www.drom.ru/catalog/subaru/crosstrek/g_2022_16282/,https://s.auto.drom.ru/i24280/c/photos/fullsize/subaru/crosstrek/gen473_subaru_crosstrek_1129592.jpg,2022,2023,"Джип/SUV 5 дв., Гибрид",2.0,150,бензин,вариатор (CVT),полный привод (4WD),гибрид
Subaru,Crosstrek,Модельный ряд для США,3 поколение,https://www.drom.ru/catalog/subaru/crosstrek/g_2022_16282/,https://s.auto.drom.ru/i24280/c/photos/fullsize/subaru/crosstrek/gen473_subaru_crosstrek_1129592.jpg,2022,2023,"Джип/SUV 5 дв., Гибрид",2.5,182,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Crosstrek,Модельный ряд для США,2 поколение,https://www.drom.ru/catalog/subaru/crosstrek/g_2017_9527/,https://s.auto.drom.ru/i24230/c/photos/fullsize/subaru/crosstrek/gen473_subaru_crosstrek_878608.jpg,2017,2023,"Джип/SUV 5 дв., Гибрид",2.0,137,бензин,вариатор (CVT),полный привод (4WD),гибрид
Subaru,Crosstrek,Модельный ряд для США,2 поколение,https://www.drom.ru/catalog/subaru/crosstrek/g_2017_9527/,https://s.auto.drom.ru/i24230/c/photos/fullsize/subaru/crosstrek/gen473_subaru_crosstrek_878608.jpg,2017,2023,"Джип/SUV 5 дв., Гибрид",2.0,150,бензин,МКПП,полный привод (4WD),
Subaru,Crosstrek,Модельный ряд для США,2 поколение,https://www.drom.ru/catalog/subaru/crosstrek/g_2017_9527/,https://s.auto.drom.ru/i24230/c/photos/fullsize/subaru/crosstrek/gen473_subaru_crosstrek_878608.jpg,2017,2023,"Джип/SUV 5 дв., Гибрид",2.0,150,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Crosstrek,Модельный ряд для США,2 поколение,https://www.drom.ru/catalog/subaru/crosstrek/g_2017_9527/,https://s.auto.drom.ru/i24230/c/photos/fullsize/subaru/crosstrek/gen473_subaru_crosstrek_878608.jpg,2017,2023,"Джип/SUV 5 дв., Гибрид",2.5,182,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Dex,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/dex/g_2008_1201/,https://s.auto.drom.ru/i24196/c/photos/fullsize/subaru/dex/gen473_subaru_dex_495078.jpg,2008,2012,Хэтчбек 5 дв.,1.3,92,бензин,АКПП,передний привод,
Subaru,Dex,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/dex/g_2008_1201/,https://s.auto.drom.ru/i24196/c/photos/fullsize/subaru/dex/gen473_subaru_dex_495078.jpg,2008,2012,Хэтчбек 5 дв.,1.3,92,бензин,АКПП,полный привод (4WD),
Subaru,Dias Wagon,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/dias_wagon/g_2017_7960/,https://s.auto.drom.ru/i24215/c/photos/fullsize/subaru/dias_wagon/gen473_subaru_dias_wagon_768170.jpg,2017,2020,Минивэн,0.7,64,бензин,АКПП,полный привод (4WD),
Subaru,Dias Wagon,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/dias_wagon/g_2017_7960/,https://s.auto.drom.ru/i24215/c/photos/fullsize/subaru/dias_wagon/gen473_subaru_dias_wagon_768170.jpg,2017,2020,Минивэн,0.7,64,бензин,АКПП,задний привод,
Subaru,Dias Wagon,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/dias_wagon/g_2009_1200/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/subaru/dias_wagon/gen473_subaru_dias_wagon_22337.jpg,2009,2017,Минивэн,0.7,64,бензин,АКПП,полный привод (4WD),
Subaru,Dias Wagon,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/dias_wagon/g_2009_1200/,https://s.auto.drom.ru/img1/catalog/photos/fullsize/subaru/dias_wagon/gen473_subaru_dias_wagon_22337.jpg,2009,2017,Минивэн,0.7,64,бензин,АКПП,задний привод,
Subaru,Domingo,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/subaru/domingo/g_1994_540/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/domingo/gen473_subaru_domingo_127990.jpg,1994,1998,Минивэн,1.2,61,бензин,МКПП,полный привод (4WD),
Subaru,Domingo,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/subaru/domingo/g_1994_540/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/domingo/gen473_subaru_domingo_127990.jpg,1994,1998,Минивэн,1.2,61,бензин,МКПП,задний привод,заднее расположение двигателя (RR)
Subaru,Domingo,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/subaru/domingo/g_1994_540/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/domingo/gen473_subaru_domingo_127990.jpg,1994,1998,Минивэн,1.2,61,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Domingo,Модельный ряд для Японии,2 поколение,https://www.drom.ru/catalog/subaru/domingo/g_1994_540/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/domingo/gen473_subaru_domingo_127990.jpg,1994,1998,Минивэн,1.2,61,бензин,вариатор (CVT),задний привод,заднее расположение двигателя (RR)
Subaru,Domingo,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/domingo/g_1983_539/,https://s.auto.drom.ru/i24208/c/photos/fullsize/subaru/domingo/gen473_subaru_domingo_708029.jpg,1983,1994,Минивэн,1.0,48,бензин,МКПП,задний привод,заднее расположение двигателя (RR)
Subaru,Domingo,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/domingo/g_1983_539/,https://s.auto.drom.ru/i24208/c/photos/fullsize/subaru/domingo/gen473_subaru_domingo_708029.jpg,1983,1994,Минивэн,1.2,52,бензин,МКПП,полный привод (4WD),
Subaru,Exiga,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/exiga/g_2011_6878/,https://s.auto.drom.ru/i24200/c/photos/fullsize/subaru/exiga/gen473_subaru_exiga_610153.jpg,2011,2015,Минивэн,2.0,150,бензин,вариатор (CVT),передний привод,
Subaru,Exiga,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/exiga/g_2011_6878/,https://s.auto.drom.ru/i24200/c/photos/fullsize/subaru/exiga/gen473_subaru_exiga_610153.jpg,2011,2015,Минивэн,2.0,150,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Exiga,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/exiga/g_2011_6878/,https://s.auto.drom.ru/i24200/c/photos/fullsize/subaru/exiga/gen473_subaru_exiga_610153.jpg,2011,2015,Минивэн,2.0,225,бензин,АКПП,полный привод (4WD),
Subaru,Exiga,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/exiga/g_2011_6878/,https://s.auto.drom.ru/i24200/c/photos/fullsize/subaru/exiga/gen473_subaru_exiga_610153.jpg,2011,2015,Минивэн,2.5,170,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Exiga,Модельный ряд для Японии,"1 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/exiga/g_2011_6878/,https://s.auto.drom.ru/i24200/c/photos/fullsize/subaru/exiga/gen473_subaru_exiga_610153.jpg,2011,2015,Минивэн,2.5,173,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Exiga,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/exiga/g_2008_1182/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/exiga/gen473_subaru_exiga_127991.jpg,2008,2011,Минивэн,2.0,148,бензин,АКПП,передний привод,
Subaru,Exiga,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/exiga/g_2008_1182/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/exiga/gen473_subaru_exiga_127991.jpg,2008,2011,Минивэн,2.0,148,бензин,АКПП,полный привод (4WD),
Subaru,Exiga,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/exiga/g_2008_1182/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/exiga/gen473_subaru_exiga_127991.jpg,2008,2011,Минивэн,2.0,150,бензин,вариатор (CVT),передний привод,
Subaru,Exiga,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/exiga/g_2008_1182/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/exiga/gen473_subaru_exiga_127991.jpg,2008,2011,Минивэн,2.0,150,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Exiga,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/exiga/g_2008_1182/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/exiga/gen473_subaru_exiga_127991.jpg,2008,2011,Минивэн,2.0,225,бензин,АКПП,полный привод (4WD),
Subaru,Exiga,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/exiga/g_2008_1182/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/exiga/gen473_subaru_exiga_127991.jpg,2008,2011,Минивэн,2.5,170,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Exiga Crossover 7,Модельный ряд для Японии,1 поколение,https://www.drom.ru/catalog/subaru/exiga_crossover_7/g_2015_3608/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/exiga_crossover_7/gen473_subaru_exiga_crossover_7_196880.jpg,2015,2018,Джип/SUV 5 дв.,2.5,173,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"5 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2021_14531/,https://s.auto.drom.ru/i24263/c/photos/fullsize/subaru/forester/gen473_subaru_forester_1043929.jpg,2021,2023,Джип/SUV 5 дв.,2.0,150,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"5 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2021_14531/,https://s.auto.drom.ru/i24263/c/photos/fullsize/subaru/forester/gen473_subaru_forester_1043929.jpg,2021,2023,Джип/SUV 5 дв.,2.5,185,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для России,5 поколение,https://www.drom.ru/catalog/subaru/forester/g_2018_8274/,https://s.auto.drom.ru/i24272/c/photos/fullsize/subaru/forester/gen473_subaru_forester_1087576.jpg,2018,2021,Джип/SUV 5 дв.,2.0,150,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для России,5 поколение,https://www.drom.ru/catalog/subaru/forester/g_2018_8274/,https://s.auto.drom.ru/i24272/c/photos/fullsize/subaru/forester/gen473_subaru_forester_1087576.jpg,2018,2021,Джип/SUV 5 дв.,2.5,185,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"4 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2016_4737/,https://s.auto.drom.ru/i24206/c/photos/fullsize/subaru/forester/gen473_subaru_forester_686406.jpg,2016,2019,Джип/SUV 5 дв.,2.0,150,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"4 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2016_4737/,https://s.auto.drom.ru/i24206/c/photos/fullsize/subaru/forester/gen473_subaru_forester_686406.jpg,2016,2019,Джип/SUV 5 дв.,2.0,150,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"4 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2016_4737/,https://s.auto.drom.ru/i24206/c/photos/fullsize/subaru/forester/gen473_subaru_forester_686406.jpg,2016,2019,Джип/SUV 5 дв.,2.0,241,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"4 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2016_4737/,https://s.auto.drom.ru/i24206/c/photos/fullsize/subaru/forester/gen473_subaru_forester_686406.jpg,2016,2019,Джип/SUV 5 дв.,2.5,171,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для России,4 поколение,https://www.drom.ru/catalog/subaru/forester/g_2012_2000/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/forester/gen473_subaru_forester_201560.jpg,2012,2016,Джип/SUV 5 дв.,2.0,150,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,4 поколение,https://www.drom.ru/catalog/subaru/forester/g_2012_2000/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/forester/gen473_subaru_forester_201560.jpg,2012,2016,Джип/SUV 5 дв.,2.0,150,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для России,4 поколение,https://www.drom.ru/catalog/subaru/forester/g_2012_2000/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/forester/gen473_subaru_forester_201560.jpg,2012,2016,Джип/SUV 5 дв.,2.0,241,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для России,4 поколение,https://www.drom.ru/catalog/subaru/forester/g_2012_2000/,https://s.auto.drom.ru/img4/catalog/photos/fullsize/subaru/forester/gen473_subaru_forester_201560.jpg,2012,2016,Джип/SUV 5 дв.,2.5,171,бензин,вариатор (CVT),полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"3 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2010_4125/,https://s.auto.drom.ru/i24194/c/photos/fullsize/subaru/forester/gen473_subaru_forester_375918.jpg,2010,2013,Джип/SUV 5 дв.,2.0,150,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"3 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2010_4125/,https://s.auto.drom.ru/i24194/c/photos/fullsize/subaru/forester/gen473_subaru_forester_375918.jpg,2010,2013,Джип/SUV 5 дв.,2.0,150,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"3 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2010_4125/,https://s.auto.drom.ru/i24194/c/photos/fullsize/subaru/forester/gen473_subaru_forester_375918.jpg,2010,2013,Джип/SUV 5 дв.,2.5,230,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"3 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2010_4125/,https://s.auto.drom.ru/i24194/c/photos/fullsize/subaru/forester/gen473_subaru_forester_375918.jpg,2010,2013,Джип/SUV 5 дв.,2.5,230,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"3 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2010_4125/,https://s.auto.drom.ru/i24194/c/photos/fullsize/subaru/forester/gen473_subaru_forester_375918.jpg,2010,2013,Джип/SUV 5 дв.,2.5,263,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"3 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2010_4125/,https://s.auto.drom.ru/i24194/c/photos/fullsize/subaru/forester/gen473_subaru_forester_375918.jpg,2010,2013,Джип/SUV 5 дв.,2.5,172,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,"3 поколение, рестайлинг",https://www.drom.ru/catalog/subaru/forester/g_2010_4125/,https://s.auto.drom.ru/i24194/c/photos/fullsize/subaru/forester/gen473_subaru_forester_375918.jpg,2010,2013,Джип/SUV 5 дв.,2.5,172,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,3 поколение,https://www.drom.ru/catalog/subaru/forester/g_2007_1019/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/forester/gen473_subaru_forester_695237.jpg,2007,2010,Джип/SUV 5 дв.,2.0,150,бензин,МКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,3 поколение,https://www.drom.ru/catalog/subaru/forester/g_2007_1019/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/forester/gen473_subaru_forester_695237.jpg,2007,2010,Джип/SUV 5 дв.,2.0,150,бензин,АКПП,полный привод (4WD),
Subaru,Forester,Модельный ряд для России,3 поколение,https://www.drom.ru/catalog/subaru/forester/g_2007_1019/,https://s.auto.drom.ru/i24207/c/photos/fullsize/subaru/forester/gen473_subaru_forester_695237.jpg,2007,2010,Джип/SUV 5 дв.,2.5,172,бензин,МКПП,полный привод (4WD),
